Writeup_name,Category,Text,Label
03_modernblog,web,"The text color is red, and the content is exactly of the /home page. We finally reach the point! Load the /home page, inject CSS to leak the flagId bit by bit to get the flag!!!!!!!!!",analysis
JavaScriptKiddie,web,The image link appears broken.,overview
01_Pirate_birthday_planner,web,The portion of code to check if a user is authorized in the party is done in this middleware,overview
02_Cookies,web,Let's search for that special cookie by trying different numbers:,attack_execution
29_Roboto_Sans,web,"If we decode each line separately, we find that the second line gives us a valid path, specifically js/myfile.txt. If we navigate to the suburl, we get the flag.",attack_execution
26_Some_Assembly_Required_4,web,"Using this, I was able to write a quick Node.js script that would brute force the characters. I’ve cleaned it up a bit and added comments for a bit of clarity.",attack_execution
26_Some_Assembly_Required_4,web,"Not being great at reverse engineering was for me a blessing, because otherwise I would have spent a lot of time and effort attempting to understand what the code was actually doing. Not being familiar with it gave me a different perspective, which allowed me to conceptualize a much easier solution to the challenge. I think this challenge was quite interesting, if not a bit misplaced given that it had very little to do with Web Exploitation.",analysis
30_Secrets,web,The flag is probably hidden by the css. We can just look at the HTML source to get the flag.,attack_execution
Lightweight,web,"In this challenge, we have an LDAP injection as the challenge description already gives us the hint.",overview
03_Insp3ct0r,web,Hence combining the 3 parts gives the flag:,attack_execution
04_Juggling_Facts,web,"So, providing the true keyword in type parameter makes the first switch case true when presents the secrets and our flag.",attack_execution
18_Super_Serial,web,"Going to robots.txt shows that admin.phps is disallowed. This indicates that the phps extension is enabled within the php configuration for this webserver. Files with the phps extension contain php code but instead of running when they are accessed, they return an HTML representation of the literal php code.",overview
Obfuscation,web,"When we visit the website, we can see an input field to submit a secret.",overview
Obfuscation,web,"As we don't know the secret, we first look into the source code of the webpage and see obfuscated Javascript.",analysis
01_Get_aHEAD,web,"Looking at the HTML of the website, we can see that both red and blue make a request to the same URL, however with a different HTTP request method. We can make the educated guess that the flag will be acessible by using a different HTTP request method.",overview
01_Get_aHEAD,web,"As this challenge is named ""Get aHEAD,"" we can conclude that we must use the ""HEAD"" method to get the flag.",attack_execution
17_Some_Assembly_Required_2,web,"Upon visiting the website, it appears to just be a textbox with a form.",overview
17_Some_Assembly_Required_2,web,We'll take this string and XOR it with 8 to get the flag.,attack_execution
01_simplewaf,web,The target of this challenge is reading the content of flag.txt file... but by someway to bypass the check includes('flag') of waf. All of the challenge code can be seen at main.js.,overview
01_simplewaf,web,"Bravo! Think that I found the right spot, I try the payload file[]=x&file[]=flag.txt. Unlucky, it can't bypass waf of this challenge",attack_execution
01_simplewaf,web,"At the first thought, I try format the string as a URL: http://localhost:3456/wow.html. Unlucky, it doesn't works~",attack_execution
02_friends,web,"Another instance challenge, which again makes me so inconvenience to debug and investigate, so I create a docker images for this challenge and host it locally. I also upload the Dockerfile at my github repo.",overview
Friends,web,"Another instance challenge, which again makes me so inconvenience to debug and investigate, so I create a docker images for this challenge and host it locally. I also upload the Dockerfile at my github repo.",overview
08_logon,web,"No matter what credentials we use for the login, it successfully logs us in but doesn't give us the flag. This suggests that a cookie might be used to store a separate variable that might be preventing us from seeing the flag.",overview
08_logon,web,"Sure enough, we notice an admin cookie set to False. Changing this to True and refreshing the page gives us the flag:",attack_execution
19_Most_Cookies,web,I analyzed the server.py reference code. The highlighted code below has great importance.,overview
24_Client-side-again,web,"We visit the website and inspect the source code, let's call a Javascript Beautifier in order to make the Javascript code a bit more readable.",overview
23_picobrowser,web,"This website has a button you can press that will give you the flag. However, if you press it in your web browser, it will give you an error saying ""You're not picobrowser!"" and list some text after it that depends on your OS and browser (for me, it says Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0, but yours will likely be different).",overview
23_picobrowser,web,That string of text is known as a User-Agent and it tells the server what browser you're using.,analysis
23_picobrowser,web,"To convince them that you're running picobrowser, you can just change your user-agent string. To do this, I chose to use curl because it easily allows you to control the headers.",attack_execution
09_dont-use-client-side,web,"Opening the website greets us with a 'login' page, requiring credentials.",overview
09_dont-use-client-side,web,"We assemble the credentials, and hence the flag, accordingly:",attack_execution
Irish-Name-Repo3,web,There is a secure website running at https://2019shell1.picoctf.com/problem/47247/.,overview
